Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ
9055,19.53,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.77,0.00,12.77
9056,19.53,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.77,0.00,12.77
9057,19.53,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.77,0.00,12.77
9058,19.54,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.77,0.00,12.77
9059,19.54,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.78,0.00,12.78
9060,19.54,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.78,0.00,12.78
9061,19.54,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.78,0.00,12.78
9062,19.54,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.79,0.00,12.79
9063,19.55,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.79,0.00,12.79
9064,19.55,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.79,0.00,12.79
9065,19.55,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.80,0.00,12.80
9066,19.55,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.80,0.00,12.80
9067,19.56,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.80,0.00,12.80
9068,19.56,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.80,0.00,12.80
9069,19.56,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.81,0.00,12.81
9070,19.56,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.81,0.00,12.81
9071,19.56,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.81,0.00,12.81
9072,19.57,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.82,0.00,12.82
9073,19.57,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.82,0.00,12.82
9074,19.57,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.82,0.00,12.82
9075,19.57,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.83,0.00,12.83
9076,19.58,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.84,0.00,12.84
9077,19.58,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.84,0.00,12.84
9078,19.58,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.84,0.00,12.84
9079,19.58,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.85,0.00,12.85
9080,19.58,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.85,0.00,12.85
9081,19.59,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.85,0.00,12.85
9082,19.59,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.85,0.00,12.85
9083,19.59,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.86,0.00,12.86
9084,19.59,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.86,0.00,12.86
9085,19.60,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.86,0.00,12.86
9086,19.60,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.87,0.00,12.87
9087,19.60,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.87,0.00,12.87
9088,19.60,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.87,0.00,12.87
9089,19.60,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.88,0.00,12.88
9090,19.61,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.88,0.00,12.88
9091,19.61,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.88,0.00,12.88
9092,19.61,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.89,0.00,12.89
9093,19.61,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.89,0.00,12.89
9094,19.62,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.89,0.00,12.89
9095,19.62,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.90,0.00,12.90
9096,19.62,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.90,0.00,12.90
9097,19.62,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.90,0.00,12.90
9098,19.62,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.90,0.00,12.90
9099,19.63,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.91,0.00,12.91
9100,19.63,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.91,0.00,12.91
9101,19.63,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.91,0.00,12.91
9102,19.63,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.92,0.00,12.92
9103,19.63,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.92,0.00,12.92
9104,19.64,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.92,0.00,12.92
9105,19.64,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.93,0.00,12.93
9106,19.64,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.93,0.00,12.93
9107,19.64,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.93,0.00,12.93
9108,19.65,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.94,0.00,12.94
9109,19.65,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.94,0.00,12.94
9110,19.65,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.94,0.00,12.94
9111,19.65,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.95,0.00,12.95
9112,19.66,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.95,0.00,12.95
9113,19.66,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.95,0.00,12.95
9114,19.66,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.96,0.00,12.96
9115,19.66,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.96,0.00,12.96
9116,19.66,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.96,0.00,12.96
9117,19.67,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.97,0.00,12.97
9118,19.67,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.97,0.00,12.97
9119,19.67,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.97,0.00,12.97
9120,19.67,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.97,0.00,12.97
9121,19.67,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.98,0.00,12.98
9122,19.68,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.98,0.00,12.98
9123,19.68,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.98,0.00,12.98
9124,19.68,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.99,0.00,12.99
9125,19.68,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.99,0.00,12.99
9126,19.69,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.99,0.00,12.99
9127,19.69,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.00,0.00,13.00
9128,19.69,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.00,0.00,13.00
9129,19.69,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.00,0.00,13.00
9130,19.69,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.00,0.00,13.00
9131,19.70,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.01,0.00,13.01
9132,19.70,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.01,0.00,13.01
9133,19.70,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.01,0.00,13.01
9134,19.70,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.02,0.00,13.02
9135,19.71,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.02,0.00,13.02
9136,19.71,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.02,0.00,13.02
9137,19.71,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.03,0.00,13.03
9138,19.71,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.03,0.00,13.03
9139,19.71,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.03,0.00,13.03
9140,19.72,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.03,0.00,13.03
9141,19.72,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.04,0.00,13.04
9142,19.72,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.04,0.00,13.04
9143,19.72,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.04,0.00,13.04
9144,19.72,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.05,0.00,13.05
9145,19.73,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.05,0.00,13.05
9146,19.73,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.05,0.00,13.05
9147,19.73,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.06,0.00,13.06
9148,19.73,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.06,0.00,13.06
9149,19.73,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.06,0.00,13.06
9150,19.74,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.06,0.00,13.06
9151,19.74,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.07,0.00,13.07
9152,19.74,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.07,0.00,13.07
9153,19.74,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.07,0.00,13.07
9154,19.74,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.08,0.00,13.08
9155,19.75,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.08,0.00,13.08
9156,19.75,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.08,0.00,13.08
9157,19.75,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.08,0.00,13.08
9158,19.75,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.09,0.00,13.09
9159,19.76,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.09,0.00,13.09
9160,19.76,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.09,0.00,13.09
9161,19.76,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.10,0.00,13.10
9162,19.76,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.10,0.00,13.10
9163,19.76,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.10,0.00,13.10
9164,19.77,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.11,0.00,13.11
9165,19.77,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.11,0.00,13.11
9166,19.77,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.11,0.00,13.11
9167,19.77,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.11,0.00,13.11
9168,19.77,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.12,0.00,13.12
9169,19.78,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.12,0.00,13.12
9170,19.78,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.12,0.00,13.12
9171,19.78,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.13,0.00,13.13
9172,19.78,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.13,0.00,13.13
9173,19.78,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.13,0.00,13.13
9174,19.79,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.13,0.00,13.13
9175,19.79,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.14,0.00,13.14
9176,19.79,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.14,0.00,13.14
9177,19.79,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.14,0.00,13.14
9178,19.79,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.15,0.00,13.15
9179,19.80,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.15,0.00,13.15
9180,19.80,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.15,0.00,13.15
9181,19.80,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.15,0.00,13.15
9182,19.80,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.16,0.00,13.16
9183,19.80,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.16,0.00,13.16
9184,19.81,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.16,0.00,13.16
9185,19.81,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.17,0.00,13.17
9186,19.81,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.17,0.00,13.17
9187,19.81,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.17,0.00,13.17
9188,19.81,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.17,0.00,13.17
9189,19.82,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.18,0.00,13.18
9190,19.82,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.18,0.00,13.18
9191,19.82,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.18,0.00,13.18
9192,19.82,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.19,0.00,13.19
9193,19.82,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.19,0.00,13.19
9194,19.83,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.19,0.00,13.19
9195,19.83,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.19,0.00,13.19
9196,19.83,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.20,0.00,13.20
9197,19.83,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.20,0.00,13.20
9198,19.83,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.20,0.00,13.20
9199,19.84,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.21,0.00,13.21
9200,19.84,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.21,0.00,13.21
9201,19.84,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.21,0.00,13.21
9202,19.84,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.21,0.00,13.21
9203,19.84,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.22,0.00,13.22
9204,19.85,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.22,0.00,13.22
9205,19.85,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.22,0.00,13.22
9206,19.85,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.23,0.00,13.23
9207,19.85,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.23,0.00,13.23
9208,19.85,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.23,0.00,13.23
9209,19.86,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.23,0.00,13.23
9210,19.86,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.24,0.00,13.24
9211,19.86,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.24,0.00,13.24
9212,19.86,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.24,0.00,13.24
9213,19.86,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.25,0.00,13.25
9214,19.87,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.25,0.00,13.25
9215,19.87,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.25,0.00,13.25
9216,19.87,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.25,0.00,13.25
9217,19.87,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.26,0.00,13.26
9218,19.87,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.26,0.00,13.26
9219,19.88,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.26,0.00,13.26
9220,19.88,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.27,0.00,13.27
9221,19.88,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.27,0.00,13.27
9222,19.88,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.27,0.00,13.27
9223,19.89,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.27,0.00,13.27
9224,19.89,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.28,0.00,13.28
9225,19.89,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.28,0.00,13.28
9226,19.89,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.28,0.00,13.28
9227,19.89,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.29,0.00,13.29
9228,19.90,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.29,0.00,13.29
9229,19.90,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.29,0.00,13.29
9230,19.90,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.30,0.00,13.30
9231,19.90,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.30,0.00,13.30
9232,19.90,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.30,0.00,13.30
9233,19.91,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.31,0.00,13.31
9234,19.91,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.31,0.00,13.31
9235,19.91,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.31,0.00,13.31
9236,19.91,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.31,0.00,13.31
9237,19.92,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.32,0.00,13.32
9238,19.92,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.32,0.00,13.32
9239,19.92,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.32,0.00,13.32
9240,19.92,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.33,0.00,13.33
9241,19.92,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.33,0.00,13.33
9242,19.93,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.33,0.00,13.33
9243,19.93,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.33,0.00,13.33
9244,19.93,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.34,0.00,13.34
9245,19.93,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.34,0.00,13.34
9246,19.93,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.34,0.00,13.34
9247,19.94,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.35,0.00,13.35
9248,19.94,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.35,0.00,13.35
9249,19.94,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.35,0.00,13.35
9250,19.94,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.35,0.00,13.35
9251,19.94,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.36,0.00,13.36
9252,19.95,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.36,0.00,13.36
9253,19.95,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.36,0.00,13.36
9254,19.95,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.37,0.00,13.37
9255,19.95,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.37,0.00,13.37
9256,19.95,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.37,0.00,13.37
9257,19.96,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.38,0.00,13.38
9258,19.96,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.38,0.00,13.38
9259,19.96,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.38,0.00,13.38
9260,19.96,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.38,0.00,13.38
9261,19.96,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.39,0.00,13.39
9262,19.97,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.39,0.00,13.39
9263,19.97,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.39,0.00,13.39
9264,19.97,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.40,0.00,13.40
9265,19.97,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.40,0.00,13.40
9266,19.98,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.40,0.00,13.40
9267,19.98,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.41,0.00,13.41
9268,19.98,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.41,0.00,13.41
9269,19.98,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.41,0.00,13.41
9270,19.98,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.41,0.00,13.41
9271,19.99,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.42,0.00,13.42
9272,19.99,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.42,0.00,13.42
9273,19.99,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.42,0.00,13.42
9274,19.99,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.43,0.00,13.43
9275,19.99,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.43,0.00,13.43
9276,20.00,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.43,0.00,13.43
9277,20.00,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.44,0.00,13.44
9278,20.00,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.44,0.00,13.44
9279,20.00,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.44,0.00,13.44
9280,20.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.44,0.00,13.44
9281,20.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.45,0.00,13.45
9282,20.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.45,0.00,13.45
9283,20.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.45,0.00,13.45
9284,20.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.46,0.00,13.46
9285,20.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.46,0.00,13.46
9286,20.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.46,0.00,13.46
9287,20.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.46,0.00,13.46
9288,20.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.47,0.00,13.47
9289,20.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.47,0.00,13.47
9290,20.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.47,0.00,13.47
9291,20.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.48,0.00,13.48
9292,20.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.48,0.00,13.48
9293,20.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.48,0.00,13.48
9294,20.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.49,0.00,13.49
9295,20.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.49,0.00,13.49
9296,20.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.49,0.00,13.49
9297,20.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.50,0.00,13.50
9298,20.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,13.50,0.00,13.50
